StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_8_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q16,Q26,Q30,Q23,Q25,Q29,Q17,Q27,Q28,Q42,Q18,Q19,Q39,Q5_1,Q5_2,Q5_3,Q6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q36_1,Q36_2,Q36_3,Q36_4,Q38,id
2019-10-18 17:55:01,2019-10-18 18:00:36,0,85.149.74.191,100,334,1,2019-10-18 18:00:36,R_22xAQjl4G2pkKx6,,,,,52.1920928955078125,6.877593994140625,anonymous,EN,2,7,6,,5,6,1,6,4,4,3,3,5,3,99,99,99,99,99,99,99,99,99,2,7,3,4,4,5,4,6,1,1,7,7,7,5,7,1,1,1,5,6,4,4,6,4,1,1,1484746809
2019-10-18 17:59:35,2019-10-18 18:04:26,0,80.101.112.172,100,291,1,2019-10-18 18:04:27,R_2v1e1JJr0SxUHYJ,,,,,52.0968017578125,4.389404296875,anonymous,EN,2,36,6,,4,6,2,7,4,4,1,4,1,1,99,99,99,7,99,99,99,99,4,2,7,3,6,4,4,3,4,4,3,1,6,3,5,5,1,5,1,1,5,4,4,7,1,4,1,1648163541
2019-10-18 18:06:21,2019-10-18 18:11:03,0,84.87.0.66,100,281,1,2019-10-18 18:11:03,R_2tgwPP62CbmYoDE,,,,,51.4949951171875,4.2859954833984375,anonymous,EN,2,33,7,,7,7,1,7,1,7,1,7,7,1,99,99,99,99,99,99,99,99,99,99,99,99,1,5,7,5,5,8,7,6,8,7,7,7,6,6,7,7,7,7,7,7,1,7,1,1448821733
2019-10-18 18:10:14,2019-10-18 18:13:29,0,143.179.60.185,100,195,1,2019-10-18 18:13:29,R_2c5aBiCc5LWXvB0,,,,,51.93280029296875,4.48089599609375,anonymous,EN,2,6,5,,6,5,5,7,4,4,1,5,7,3,99,99,99,99,99,99,99,99,99,2,7,1,1,5,5,5,6,7,7,3,7,8,6,7,5,5,1,1,4,3,7,7,4,3,1,1579536876
2019-10-18 18:09:47,2019-10-18 18:15:06,0,62.140.137.128,100,318,1,2019-10-18 18:15:06,R_BWJHV7oLyUOgrm1,,,,,52.3592071533203125,4.805206298828125,anonymous,EN,2,34,6,,1,5,2,5,2,4,3,2,3,2,6,5,1,7,2,7,2,4,1,2,7,3,10,2,6,4,5,5,5,4,5,5,5,4,4,5,6,5,4,2,6,6,6,4,1,1198048037
2019-10-18 18:13:10,2019-10-18 18:17:24,0,213.126.27.107,100,254,1,2019-10-18 18:17:24,R_2EyPQZgKo6uWRx4,,,,,51.609893798828125,4.8218994140625,anonymous,EN,2,24,6,,7,1,5,6,6,5,3,5,7,6,5,4,1,6,1,3,2,1,1,2,7,8,7,7,1,4,7,8,6,7,5,3,7,6,4,7,6,6,5,7,5,7,7,5,1,1484769497
2019-10-18 17:59:39,2019-10-18 18:18:35,0,84.30.4.120,100,1135,1,2019-10-18 18:18:35,R_1OOBwQ7tbTY2OBT,,,,,51.2541961669921875,5.726898193359375,anonymous,EN,1,18,5,,4,5,5,6,4,4,5,5,4,4,4,5,1,7,99,6,4,6,99,2,3,99,3,4,5,4,4,5,5,2,5,4,4,5,5,3,6,4,4,4,4,4,2,3,2,1484759389
2019-10-18 18:16:36,2019-10-18 18:19:53,0,213.127.119.249,100,197,1,2019-10-18 18:19:54,R_26lrDsF4tQSB9wW,,,,,52.371002197265625,4.9040985107421875,anonymous,EN,2,31,5,,5,5,1,6,2,7,2,6,3,1,99,99,99,7,99,7,99,99,99,2,7,3,4,1,4,3,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,1484688202
2019-10-18 18:20:06,2019-10-18 18:23:06,0,213.127.119.249,100,179,1,2019-10-18 18:23:06,R_1GVpZyRojeITYdF,,,,,52.367706298828125,4.8551025390625,anonymous,EN,2,31,5,,5,6,1,6,5,6,6,6,6,6,99,99,99,7,2,7,5,2,4,2,7,3,3,5,4,4,4,5,5,5,5,5,5,5,5,5,3,5,4,4,5,5,5,5,1,1484688202
2019-10-18 18:18:32,2019-10-18 18:23:46,0,213.127.0.255,100,314,1,2019-10-18 18:23:47,R_22RJ7xhYr65h3ZF,,,,,52.3578948974609375,4.8509979248046875,anonymous,EN,2,32,5,,5,7,1,7,1,7,1,5,1,1,99,99,99,99,99,99,99,99,99,3,10,3,2,5,3,1,1,1,1,1,5,1,1,5,1,7,1,1,1,1,7,7,1,1,1,1351058451
2019-10-18 18:19:04,2019-10-18 18:25:05,0,31.161.194.252,100,361,1,2019-10-18 18:25:06,R_ZfO96HNbEImHXPj,,,,,52.3719024658203125,4.882904052734375,anonymous,EN,2,29,5,,1,2,3,7,2,2,1,4,2,1,4,8,3,4,2,7,5,99,1,2,2,1,2,3,5,2,4,3,4,2,2,2,4,4,4,4,2,5,5,5,6,6,1,2,1,1581930421
2019-10-18 18:20:23,2019-10-18 18:28:54,0,62.238.44.131,100,510,1,2019-10-18 18:28:54,R_1eVR8XKeETZfDyV,,,,,51.4900054931640625,3.6006927490234375,anonymous,EN,1,54,5,,6,3,2,6,3,4,1,7,5,4,6,5,3,7,2,7,2,9,8,2,7,3,5,6,6,3,6,8,7,7,8,8,7,7,7,4,3,2,7,5,7,7,1,2,1,1411404164
2019-10-18 18:23:40,2019-10-18 18:29:37,0,178.85.45.132,100,357,1,2019-10-18 18:29:39,R_1pFo5tcelLXPZd8,,,,,51.855499267578125,4.5850982666015625,anonymous,EN,2,26,5,,5,5,2,5,3,5,5,5,5,3,4,5,99,7,2,8,99,99,99,2,9,3,3,4,3,3,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,1,1416326622
2019-10-18 18:28:03,2019-10-18 18:31:36,0,213.127.77.37,100,212,1,2019-10-18 18:31:36,R_2t9whVitThvhH6j,,,,,52.3784027099609375,4.88360595703125,anonymous,EN,2,29,3,,4,4,4,4,4,4,4,4,4,4,99,99,99,6,5,1,99,99,99,3,1,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1615087410
2019-10-18 18:27:47,2019-10-18 18:32:16,0,77.163.142.207,100,268,1,2019-10-18 18:32:17,R_2P67v8oaSAf5LSi,,,,,51.943206787109375,5.9253997802734375,anonymous,EN,1,23,5,,5,6,2,7,3,6,5,5,4,4,99,99,99,7,4,7,99,3,99,2,7,3,4,5,5,5,4,6,6,6,6,6,5,6,5,5,6,6,6,5,6,6,5,6,1,1599388720
2019-10-18 18:28:53,2019-10-18 18:33:54,0,86.84.175.154,100,301,1,2019-10-18 18:33:55,R_06Zzs5umTsCdqbn,,,,,50.8473968505859375,5.7030029296875,anonymous,EN,2,50,6,,5,4,2,7,1,4,1,3,1,1,6,5,99,7,4,7,2,99,99,2,7,1,7,5,2,4,7,8,8,1,8,1,7,7,4,6,2,4,6,6,5,6,1,1,1,1484766059
2019-10-18 18:32:14,2019-10-18 18:34:49,0,62.45.96.251,100,155,1,2019-10-18 18:34:50,R_1qUuBvKHPzCeMa9,,,,,52.334197998046875,6.641204833984375,anonymous,EN,1,15,6,,1,2,3,4,5,6,7,6,5,4,6,5,3,1,10,5,4,10,7,2,7,3,5,1,2,4,4,1,2,3,4,5,1,2,3,4,5,6,7,6,1,2,5,4,1,1644793484
2019-10-18 18:23:22,2019-10-18 18:35:06,0,85.148.99.91,100,704,1,2019-10-18 18:35:07,R_ex3cJmopSOIy9MJ,,,,,52.09869384765625,5.1092071533203125,anonymous,EN,2,24,6,,2,6,2,6,5,4,2,2,3,2,99,99,99,99,99,99,99,99,99,2,7,3,2,4,5,2,5,7,7,5,6,6,5,5,3,3,3,2,3,3,3,3,1,3,1,1484770124
2019-10-18 18:32:13,2019-10-18 18:36:04,0,84.31.180.25,100,230,1,2019-10-18 18:36:04,R_2VejcJ8txzMWSJa,,,,,51.6902008056640625,5.0832977294921875,anonymous,EN,2,47,5,,4,5,4,7,3,6,3,4,3,3,6,99,99,7,1,7,99,99,4,2,7,1,7,5,7,3,5,6,6,3,5,5,5,5,5,3,3,6,5,5,5,5,3,4,1,1624511238
2019-10-18 18:29:49,2019-10-18 18:39:27,0,77.171.77.177,100,578,1,2019-10-18 18:39:27,R_3L0kSxcgwX5MBk8,,,,,51.418792724609375,5.5594940185546875,anonymous,EN,2,24,5,,4,5,1,7,4,5,2,3,1,4,6,5,1,7,4,7,2,9,8,2,7,1,5,6,4,4,6,8,6,2,7,6,5,6,6,6,5,5,6,6,4,5,1,2,1,1272312699
2019-10-18 18:37:36,2019-10-18 18:41:01,0,92.109.188.54,100,204,1,2019-10-18 18:41:01,R_1NsJ1Rj60eVh3Fv,,,,,52.12530517578125,6.231201171875,anonymous,EN,2,21,6,,7,1,6,6,4,4,4,2,4,2,99,99,99,7,4,99,2,9,6,2,3,3,8,1,7,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1484756279
2019-10-18 18:45:16,2019-10-18 18:48:10,0,213.127.246.254,100,173,1,2019-10-18 18:48:12,R_3rUumo6kZUcAyfZ,,,,,52.1504974365234375,6.21380615234375,anonymous,EN,2,31,6,,7,7,2,7,1,7,1,1,2,1,6,5,3,7,1,7,2,2,8,2,7,3,11,5,3,5,6,6,6,5,8,6,5,6,6,5,6,2,6,5,5,6,1,2,1,1484764904
2019-10-18 18:45:07,2019-10-18 18:48:46,0,193.173.219.42,100,218,1,2019-10-18 18:48:48,R_3iOyzKmAVb6zsWf,,,,,52.373199462890625,4.85589599609375,anonymous,EN,2,56,3,,5,3,2,4,3,5,5,5,5,3,99,99,99,99,99,99,99,99,99,99,99,99,1,1,7,1,1,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1595603624
2019-10-18 17:27:09,2019-10-18 18:48:48,0,195.33.224.78,100,4899,1,2019-10-18 18:48:48,R_1LoLSkJRAXeLyGA,,,,,41.0186004638671875,28.9647064208984375,anonymous,EN,1,59,6,,5,7,3,7,6,7,2,6,2,1,99,99,99,7,4,7,6,99,99,2,7,3,2,4,6,2,6,7,6,8,4,1,7,7,6,6,7,4,5,2,7,7,1,4,1,1484756545
2019-10-18 18:46:13,2019-10-18 18:49:11,0,86.85.203.155,100,177,1,2019-10-18 18:49:11,R_2venegrRcnoY9Sy,,,,,52.104095458984375,6.0565948486328125,anonymous,EN,1,40,6,,5,4,3,5,2,4,4,3,5,5,6,8,4,7,2,7,99,99,99,2,7,3,3,4,5,4,5,5,4,1,6,5,3,5,4,4,7,5,5,5,4,5,4,4,1,1369024064
2019-10-18 18:48:44,2019-10-18 18:50:27,0,82.75.201.24,100,103,1,2019-10-18 18:50:28,R_2v1dDNObpUv4ruV,,,,,52.153594970703125,6.7528076171875,anonymous,EN,1,12,4,,6,5,5,5,6,5,5,6,4,4,5,1,5,99,8,1,99,2,2,1,3,3,2,6,5,5,4,7,6,6,6,6,5,4,4,4,4,4,4,4,4,5,6,4,1,1590391658
2019-10-18 18:50:33,2019-10-18 18:56:12,0,212.238.138.140,100,339,1,2019-10-18 18:56:13,R_1lo755jZR5rnQdg,,,,,52.028594970703125,5.57049560546875,anonymous,EN,1,53,5,,6,6,3,6,2,6,2,2,2,2,6,8,3,7,2,7,2,9,6,2,7,3,13,6,6,5,6,8,8,7,8,7,7,7,7,6,5,4,6,2,6,6,2,1,1,1458484460
2019-10-18 18:52:11,2019-10-18 18:56:15,0,136.143.27.62,100,243,1,2019-10-18 18:56:15,R_01AIpWFaGyVHToZ,,,,,52.334197998046875,6.641204833984375,anonymous,EN,2,36,7,,6,7,1,7,1,7,5,5,1,1,6,5,99,7,2,7,2,4,8,2,7,3,5,7,1,7,6,4,3,5,8,5,6,6,6,5,4,4,5,6,6,6,1,1,2,1484764788
2019-10-18 18:54:29,2019-10-18 18:57:19,0,77.161.121.20,100,170,1,2019-10-18 18:57:20,R_1Xk5qY8gjFSVc41,,,,,51.947296142578125,6.1295013427734375,anonymous,EN,2,45,5,,4,4,4,4,4,4,4,4,4,4,99,99,99,7,9,7,4,6,1,2,7,1,8,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1066925294
2019-10-18 18:58:06,2019-10-18 19:02:31,0,212.127.194.124,100,264,1,2019-10-18 19:02:31,R_3nuQh91a4KQO4PD,,,,,51.5941009521484375,5.6056976318359375,anonymous,EN,1,25,5,,5,6,1,6,3,6,1,5,2,2,6,5,3,7,2,7,2,4,4,2,7,3,12,7,1,5,7,8,6,8,8,8,7,7,7,5,7,5,6,6,6,6,1,1,1,1484771769
2019-10-18 18:57:39,2019-10-18 19:02:38,0,83.87.180.170,100,298,1,2019-10-18 19:02:40,R_10BsmumssSmrhc1,,,,,52.153106689453125,5.407806396484375,anonymous,EN,1,29,6,,4,5,2,6,3,4,2,3,2,2,6,99,99,7,4,7,99,99,4,2,7,3,6,4,4,3,4,6,5,2,3,1,4,4,4,4,5,2,4,3,3,3,1,1,1,1484773663
2019-10-18 18:58:31,2019-10-18 19:04:17,0,80.101.140.66,100,346,1,2019-10-18 19:04:19,R_29hnh53QQsoHx6a,,,,,52.200897216796875,5.968597412109375,anonymous,EN,2,5,4,,4,3,3,5,6,4,4,3,6,6,5,3,6,4,5,1,4,7,7,2,7,3,2,5,6,3,5,7,5,7,7,7,5,6,3,5,3,5,5,4,5,6,2,5,1,1584691574
2019-10-18 19:05:23,2019-10-18 19:07:32,0,80.101.140.66,100,129,1,2019-10-18 19:07:34,R_2QtfSYaeziUnrav,,,,,52.200897216796875,5.968597412109375,anonymous,EN,2,5,4,,5,5,6,3,3,5,6,6,5,4,7,9,7,4,4,8,5,3,8,2,7,3,2,5,4,4,5,7,7,6,7,7,6,4,5,6,5,6,6,5,3,6,5,6,2,1584691574
2019-10-18 18:09:13,2019-10-18 19:09:52,0,62.131.36.238,100,3638,1,2019-10-18 19:09:52,R_2zupjv7d2eoSc9Q,,,,,51.766998291015625,5.5016937255859375,anonymous,EN,2,51,6,,4,4,2,5,4,4,4,4,2,3,6,5,1,7,2,7,7,4,6,2,7,1,11,4,2,4,5,4,3,1,8,1,4,5,4,3,1,1,5,5,4,5,1,3,1,1484761134
2019-10-18 19:13:53,2019-10-18 19:17:54,0,145.129.45.242,100,240,1,2019-10-18 19:17:55,R_1rkXx2a5w47gdp5,,,,,51.873504638671875,4.4893951416015625,anonymous,EN,2,35,5,,7,5,2,7,4,5,2,6,4,3,99,99,99,99,99,99,99,99,99,99,99,99,4,4,4,2,3,3,3,2,2,1,3,7,3,5,7,5,6,4,3,5,1,1,1,1484694719
2019-10-18 19:14:39,2019-10-18 19:18:47,0,89.200.42.30,100,247,1,2019-10-18 19:18:47,R_3knpYt3sc12HtFA,,,,,52.109100341796875,5.17559814453125,anonymous,EN,2,27,6,,3,4,3,6,3,5,4,4,3,2,99,99,99,99,99,99,2,4,8,2,7,3,3,4,5,3,3,5,2,2,1,3,3,5,4,5,4,5,4,4,4,5,3,3,1,1484749800
2019-10-18 19:08:55,2019-10-18 19:19:28,0,77.161.49.104,100,632,1,2019-10-18 19:19:29,R_3sBOUSLSG87rxfz,,,,,51.578704833984375,4.7848052978515625,anonymous,EN,2,23,7,,6,5,4,4,2,5,3,5,4,3,6,99,99,7,4,7,99,99,4,2,7,1,7,5,3,4,4,6,6,3,2,6,5,6,5,6,4,4,5,5,5,6,2,3,1,1649499105
2019-10-18 19:15:58,2019-10-18 19:20:29,0,217.62.36.205,100,270,1,2019-10-18 19:20:29,R_2t3ZjqwDRu1LqDf,,,,,51.6244964599609375,5.55780029296875,anonymous,EN,1,42,4,,5,7,2,7,3,6,1,7,6,2,6,5,1,7,2,7,2,9,8,2,7,1,5,6,2,6,6,8,5,2,8,1,5,6,7,3,2,2,3,7,6,5,1,1,1,1484730032
2019-10-18 19:05:54,2019-10-18 19:21:11,0,84.106.115.173,100,917,1,2019-10-18 19:21:13,R_3Icp5aQYchdVn0A,,,,,52.082305908203125,4.7498931884765625,anonymous,EN,2,34,4,,5,6,2,7,2,5,2,3,3,2,6,5,1,7,2,7,2,9,8,2,7,1,13,4,4,2,3,8,5,6,1,6,3,6,4,3,6,6,5,4,6,6,2,2,1,1648535001
2019-10-18 19:19:05,2019-10-18 19:21:17,0,84.30.76.6,100,132,1,2019-10-18 19:21:17,R_2z7pZk8ht3Nsbyd,,,,,50.862396240234375,5.731597900390625,anonymous,EN,1,37,6,,4,3,5,4,5,3,5,4,6,5,99,99,99,99,99,99,2,99,6,99,99,99,2,3,4,5,5,5,4,4,5,5,4,3,5,4,4,5,4,5,4,3,3,5,1,1484771254
2019-10-18 19:19:33,2019-10-18 19:23:39,0,80.57.99.46,100,246,1,2019-10-18 19:23:39,R_1GUlCCbSmOsbnhK,,,,,52.3302001953125,4.8843994140625,anonymous,EN,1,44,7,,5,5,3,6,4,6,3,3,2,3,6,5,1,7,2,7,2,9,8,2,7,1,13,5,2,5,6,7,7,7,7,4,6,6,7,4,5,5,5,5,6,6,2,3,1,1484712455
2019-10-18 19:21:00,2019-10-18 19:27:34,0,213.127.0.42,100,393,1,2019-10-18 19:27:34,R_xxsDAE5dYS3dId3,,,,,52.3488006591796875,4.8468017578125,anonymous,EN,2,25,5,,4,1,4,7,5,2,4,2,3,2,6,5,3,7,2,7,2,9,8,2,7,3,10,5,6,4,5,7,7,7,8,6,6,7,6,7,5,6,6,6,5,6,3,6,1,1484765013
2019-10-18 19:28:18,2019-10-18 19:31:08,0,85.148.192.147,100,169,1,2019-10-18 19:31:08,R_2D2heW3n1BJV82N,,,,,53.24749755859375,6.5890045166015625,anonymous,EN,1,18,5,,7,6,5,6,5,5,6,7,6,3,3,9,5,6,1,3,99,99,99,6,2,1,1,7,6,5,5,6,6,6,5,6,7,6,5,4,3,3,2,2,3,3,3,4,1,1484743361
2019-10-18 19:29:10,2019-10-18 19:32:22,0,213.127.120.237,100,192,1,2019-10-18 19:32:23,R_1K8h20nP8ScyPDS,,,,,52.373199462890625,4.85589599609375,anonymous,EN,1,16,5,,2,4,6,7,3,5,6,3,6,5,6,8,99,7,4,99,2,4,5,2,7,3,4,5,4,6,6,7,6,6,8,7,3,5,6,7,4,7,7,6,6,4,7,6,2,1648117911
2019-10-18 19:28:40,2019-10-18 19:33:14,0,84.241.206.186,100,273,1,2019-10-18 19:33:15,R_6ExTHygXaoJkY13,,,,,51.9084930419921875,4.443603515625,anonymous,EN,2,7,6,,5,7,4,5,3,5,2,5,4,2,99,99,99,99,99,99,99,99,99,3,10,3,2,4,3,4,3,4,3,5,4,6,5,3,4,6,4,6,5,6,5,5,4,5,1,1460609215
2019-10-18 19:32:38,2019-10-18 19:33:59,0,85.148.192.147,100,80,1,2019-10-18 19:33:59,R_31zpOmuEjqH3i1B,,,,,53.24749755859375,6.5890045166015625,anonymous,EN,1,18,5,,5,5,5,3,3,2,4,6,4,3,1,2,1,6,1,7,99,99,99,6,2,1,1,5,4,3,4,6,5,4,5,5,5,4,3,3,4,5,5,5,4,3,2,3,2,noIDyet
2019-10-18 19:25:16,2019-10-18 19:39:00,0,31.20.102.198,100,823,1,2019-10-18 19:39:00,R_1ikXBr4LYpou8u4,,,,,52.02349853515625,5.66009521484375,anonymous,EN,2,35,5,,1,4,1,7,1,3,1,1,2,2,99,99,99,7,3,8,99,99,99,2,4,6,3,4,5,3,7,8,6,3,8,6,7,7,7,7,4,4,6,6,7,7,1,1,1,1646794773
2019-10-18 19:38:20,2019-10-18 19:41:26,0,217.103.16.98,100,185,1,2019-10-18 19:41:26,R_2ZJPPQ9WRh72qpf,,,,,51.87640380859375,4.5233001708984375,anonymous,EN,2,16,5,,5,4,2,6,5,3,3,4,2,2,99,99,99,99,99,99,99,99,99,3,10,3,2,4,5,4,4,6,3,6,4,6,4,6,5,3,2,2,5,4,5,6,2,3,1,1484700937
2019-10-18 19:33:09,2019-10-18 19:42:15,0,213.127.45.2,100,546,1,2019-10-18 19:42:16,R_2cuxZpaIgZiiJ6L,,,,,52.3578948974609375,4.8509979248046875,anonymous,EN,1,22,5,,7,5,5,6,5,6,3,4,5,5,6,8,2,7,2,8,1,4,4,2,7,3,5,5,3,4,4,5,3,1,1,3,4,6,6,3,2,5,4,2,4,5,3,4,1,1617955796
2019-10-18 19:38:19,2019-10-18 19:44:14,0,89.99.186.8,100,355,1,2019-10-18 19:44:14,R_2uqWevNHqYzDdGt,,,,,52.200897216796875,5.968597412109375,anonymous,EN,2,46,3,,4,1,1,7,4,1,1,1,1,1,6,5,1,7,2,7,2,99,8,2,7,3,8,4,3,1,3,8,6,8,8,7,5,6,5,5,4,4,5,5,5,6,1,1,1,1500854095
2019-10-18 19:43:46,2019-10-18 19:46:29,0,145.133.203.241,100,162,1,2019-10-18 19:46:29,R_88SveHXVIs4zs3f,,,,,53.1533050537109375,6.7458038330078125,anonymous,EN,2,28,5,,6,4,1,7,4,4,1,6,1,1,99,99,99,99,99,99,99,99,99,2,7,99,2,1,4,1,1,8,8,3,8,7,6,6,3,5,1,1,5,5,5,5,1,1,2,1619397423
2019-10-18 19:43:58,2019-10-18 19:46:48,0,84.81.76.169,100,170,1,2019-10-18 19:46:49,R_2Bm76AOt32O3XHr,,,,,51.690704345703125,5.2821044921875,anonymous,EN,1,43,5,,5,5,3,5,3,5,3,6,2,2,6,8,1,7,99,7,99,99,99,2,9,1,3,5,2,5,6,8,8,6,5,8,6,6,3,3,7,3,5,4,6,6,1,1,1,1484698354
2019-10-18 19:50:17,2019-10-18 19:52:20,0,145.130.59.251,100,123,1,2019-10-18 19:52:20,R_2D1Y8YBAFwCD0YS,,,,,52.309906005859375,4.863006591796875,anonymous,EN,1,23,5,,4,5,5,5,5,6,6,5,5,5,99,99,99,99,99,99,99,99,99,99,99,99,1,2,3,3,4,3,3,2,1,4,3,3,4,3,4,2,3,3,3,6,3,3,1,1484757271
2019-10-18 19:48:37,2019-10-18 19:53:33,0,86.91.52.174,100,295,1,2019-10-18 19:53:33,R_2Vg8hOpXQnWNK7K,,,,,52.2277069091796875,5.1873016357421875,anonymous,EN,1,39,3,,4,1,4,3,6,2,4,5,5,5,6,5,3,7,2,7,2,9,4,2,7,3,5,6,5,3,5,8,8,3,4,4,6,6,4,5,5,4,1,3,5,5,4,4,1,1411421656
2019-10-18 19:56:31,2019-10-18 20:00:51,0,143.179.29.201,100,259,1,2019-10-18 20:00:52,R_3MbbJuPvW5urRXZ,,,,,52.0117034912109375,4.3596954345703125,anonymous,EN,2,4,4,,3,5,2,7,3,5,2,3,2,2,6,5,3,7,1,1,2,4,1,2,7,3,3,4,2,5,5,1,3,5,1,7,4,5,6,4,3,3,7,4,6,6,1,3,1,1644119135
2019-10-18 19:54:07,2019-10-18 20:00:51,0,77.161.132.8,100,403,1,2019-10-18 20:00:53,R_1jDj5lIzv2fNGEI,,,,,53.1605987548828125,6.3773040771484375,anonymous,EN,2,11,6,,5,3,3,4,6,3,2,3,5,5,6,5,3,7,2,7,7,10,5,2,7,3,7,6,5,5,5,4,5,3,6,7,7,4,3,6,3,7,5,5,5,5,5,6,1,1646755553
2019-10-18 20:11:36,2019-10-18 20:13:52,0,213.127.18.118,100,136,1,2019-10-18 20:13:53,R_2rPgsSvAqyIVzY4,,,,,52.355194091796875,4.87890625,anonymous,EN,2,33,4,,5,5,5,5,5,5,5,5,5,5,99,99,99,99,99,99,99,99,99,99,99,99,1,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1532827522
2019-10-18 20:14:21,2019-10-18 20:17:39,0,86.82.195.156,100,198,1,2019-10-18 20:17:39,R_3EsQWCNhDSNvnzb,,,,,52.2006988525390625,5.376800537109375,anonymous,EN,2,26,5,,6,2,5,5,3,3,3,6,5,5,1,99,1,7,99,7,99,99,99,2,99,99,2,4,4,4,4,4,3,5,4,3,6,6,7,4,2,5,6,4,4,5,3,4,1,1546092541
2019-10-18 20:12:22,2019-10-18 20:19:04,0,86.89.99.97,100,402,1,2019-10-18 20:19:04,R_3R9M687NyStnooi,,,,,51.5872039794921875,4.463897705078125,anonymous,EN,2,29,4,,7,5,3,7,2,1,1,7,7,4,99,99,99,4,7,3,5,99,99,99,99,1,1,3,5,2,5,5,1,7,7,7,2,4,3,2,1,3,5,3,2,6,3,5,1,1579767351
2019-10-18 20:17:45,2019-10-18 20:20:57,0,83.163.230.15,100,192,1,2019-10-18 20:20:58,R_O9C5jGbUSLqtSxP,,,,,52.3477020263671875,4.60589599609375,anonymous,EN,2,36,5,,4,4,2,6,4,4,5,5,3,1,99,99,99,7,99,99,99,99,99,2,7,1,3,3,4,1,4,1,2,8,8,5,6,5,5,7,1,1,6,4,6,6,1,1,2,1484761358
2019-10-18 20:12:36,2019-10-18 20:21:51,0,82.161.249.153,100,554,1,2019-10-18 20:21:51,R_2cc7hZPeK8Am7yW,,,,,51.9541015625,4.9640045166015625,anonymous,EN,1,39,4,,2,6,1,7,2,6,1,3,1,1,6,5,3,7,2,7,2,4,8,2,7,3,5,5,7,4,6,8,6,8,7,7,7,6,6,5,7,3,7,6,7,7,1,3,1,1484694302
2019-10-18 20:11:05,2019-10-18 20:22:21,0,81.206.31.19,100,675,1,2019-10-18 20:22:21,R_30ioBm1LjVvlN82,,,,,52.52020263671875,5.4485931396484375,anonymous,EN,1,28,5,,4,2,3,5,5,2,4,2,5,4,6,5,3,7,99,7,99,99,99,2,7,3,7,3,6,4,3,8,5,4,5,5,5,6,2,3,6,4,4,4,2,6,2,3,1,1617642151
2019-10-18 20:19:44,2019-10-18 20:24:50,0,217.101.142.151,100,305,1,2019-10-18 20:24:51,R_5sVK5VO4PBgp7J7,,,,,52.72369384765625,6.9882965087890625,anonymous,EN,1,61,6,,5,6,4,6,3,6,2,4,4,4,6,5,1,7,2,7,2,9,8,2,7,1,5,5,4,5,5,8,7,8,8,1,6,6,6,3,5,2,7,3,5,6,1,4,1,1411856290
2019-10-18 20:20:48,2019-10-18 20:27:50,0,84.107.130.126,100,421,1,2019-10-18 20:27:51,R_1BXFRok506cyn08,,,,,52.6947021484375,5.2440948486328125,anonymous,EN,2,35,5,,5,6,2,7,4,6,4,5,2,2,6,8,3,7,2,7,2,9,8,2,7,1,8,5,3,5,6,8,8,2,8,8,5,5,4,4,2,3,6,6,7,7,1,4,1,1625839934
2019-10-18 20:26:26,2019-10-18 20:31:13,0,82.197.209.69,100,287,1,2019-10-18 20:31:15,R_uqw0n2iwC7VIaGZ,,,,,52.2523956298828125,6.1595001220703125,anonymous,EN,2,4,4,,5,3,4,6,4,4,4,4,5,4,6,5,3,7,2,7,99,99,99,2,7,3,4,5,2,4,5,1,3,1,1,8,7,4,5,3,2,5,5,5,5,5,2,2,2,1356347390
2019-10-18 20:32:35,2019-10-18 20:36:21,0,45.152.238.136,100,226,1,2019-10-18 20:36:22,R_2VrN4M27emRqNEb,,,,,52.3549041748046875,4.8379974365234375,anonymous,EN,2,13,6,,5,3,4,5,4,4,2,5,3,4,99,99,99,99,99,99,99,99,99,99,99,99,1,4,4,4,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1484775811
2019-10-18 20:31:19,2019-10-18 20:39:46,0,85.145.160.11,100,507,1,2019-10-18 20:39:46,R_2YKX2sgJuuNtpue,,,,,50.9156951904296875,5.9550933837890625,anonymous,EN,2,43,5,,3,6,4,6,2,6,2,5,3,2,6,8,3,7,4,7,4,3,3,2,7,3,11,5,6,6,6,8,6,1,7,8,5,7,4,5,7,6,5,4,6,7,1,5,2,1524746126
